bid,bname,prog_lang,x,x1,x2,x4
7228,Troubleshooting OpenVPN,,,,,
7229,OpenVPN:  Building and Integrating Virtual Private Networks,,,,,
7230,Getting Started with Simulink,,,,,
7231,Zabbix 1.8 Network Monitoring,,,,,
7232,Penetration Testing with the Bash shell,,,,,
7233,Kali Linux 2018: Assuring Security by Penetration Testing - Fourth Edition,,,,,
7234,Learn Wireshark,,,,,
7235,Mastering FreeSWITCH,,,,,
7236,"Mastering OpenLDAP: Configuring, Securing and Integrating Directory Services",,,,,
7237,TrixBox Made Easy,,,,,
7238,FreeSWITCH Cookbook,,,,,
7239,Linux Utilities Cookbook,,,,,
7240,Linux Email: Set up and Run a Small Office Email Server,,,,,
7241,Nginx HTTP Server,,,,,
7242,Nginx 1 Web Server Implementation Cookbook,,,,,
7243,Nginx HTTP Server - Second Edition,,,,,
7244,Mastering Arduino,,,,,
7245,Learning C for Arduino,,,,,
7246,C Programming for Arduino,,,,,
7247,Arduino Robotic Projects,,,,,
7248,Construyendo Sistemas telefónicos con Asterisk [Espanol],,,,,
7249,Linux Kernel Programming,,,,,
7250,Linux Device Drivers Development,,,,,
7251,Getting Started with MariaDB,,,,,
7252,Troubleshooting PostgreSQL,,,,,
7253,Mastering PostgreSQL 10,,,,,
7254,SAP HANA Cookbook,,,,,
7255,Learning Embedded Linux Using the Yocto Project,,,,,
7256,Linux: Embedded Development,,,,,
7257,Hands-On Network Forensics,,,,,
7258,Packet Analysis with Wireshark,,,,,
7259,Wireshark 2 Quick Start Guide,,,,,
7260,Intel Galileo Networking Cookbook,,,,,
7261,OpenVPN Cookbook - Second Edition,,,,,
7262,Troubleshooting OpenVPN,,,,,
7263,OpenVPN:  Building and Integrating Virtual Private Networks,,,,,
7264,Getting Started with Simulink,,,,,
7265,Zabbix 1.8 Network Monitoring,,,,,
7266,Penetration Testing with the Bash shell,,,,,
7267,Kali Linux 2018: Assuring Security by Penetration Testing - Fourth Edition,,,,,
7268,Learn Wireshark,,,,,
7269,Mastering FreeSWITCH,,,,,
7270,"Mastering OpenLDAP: Configuring, Securing and Integrating Directory Services",,,,,
7271,TrixBox Made Easy,,,,,
7272,FreeSWITCH Cookbook,,,,,
7273,Linux Utilities Cookbook,,,,,
7274,Linux Email: Set up and Run a Small Office Email Server,,,,,
7275,Nginx HTTP Server,,,,,
7276,Nginx 1 Web Server Implementation Cookbook,,,,,
7277,Nginx HTTP Server - Second Edition,,,,,
7278,Mastering Arduino,,,,,
7279,Learning C for Arduino,,,,,
7280,C Programming for Arduino,,,,,
7281,Arduino Robotic Projects,,,,,
7282,Construyendo Sistemas telefónicos con Asterisk [Espanol],,,,,
7283,Linux Kernel Programming,,,,,
7284,Linux Device Drivers Development,,,,,
7285,Angular Test-Driven Development - Second Edition,,,,,
7286,AngularJS Testing Cookbook,,,,,
7287,Backbone.js Testing,,,,,
7288,Getting Started with Grunt: The JavaScript Task Runner,,,,,
7289,Jasmine JavaScript Testing - Second Edition,,,,,
7290,Jasmine Cookbook,,,,,
7291,Jasmine JavaScript Testing,,,,,
7292,Instant Mockito,,,,,
7293,Mastering SoapUI,,,,,
7294,Testing Vue.js Components with Jest,,,,,
7295,NativeScript for Angular Mobile Development,,,,,
7296,Appcelerator Titanium Smartphone App Development Cookbook,,,,,
7297,Appcelerator Titanium Business Application Development Cookbook,,,,,
7298,Appcelerator Titanium: Patterns and Best Practices,,,,,
7299,Electron Projects,,,,,
7300,"Cross-platform Desktop Application Development: Electron, Node, NW.js, and React",,,,,
7301,Building Cross-Platform Desktop Applications with Electron,,,,,
7302,Ionic Cookbook -Third Edition,,,,,
7303,Ionic 2 Cookbook - Second Edition,,,,,
7304,Learning Ionic - Second Edition,,,,,
7305,Ionic Cookbook,,,,,
7306,Ionic Framework By Example,,,,,
7307,Hybrid Mobile Development with Ionic,,,,,
7308,Ionic 2 Blueprints,,,,,
7309,Ionic: Hybrid Mobile App Development,,,,,
7310,Learning Ionic,,,,,
7311,jQuery Mobile Web Development Essentials - Third Edition,,,,,
7312,Creating Mobile Apps with jQuery Mobile,,,,,
7313,Mastering jQuery Mobile,,,,,
7314,jQuery Mobile First Look,,,,,
7315,Creating Mobile Apps with jQuery Mobile - Second Edition,,,,,
7316,Learning Node.js for Mobile Application Development,,,,,
7317,PhoneGap for Enterprise,,,,,
7318,JavaScript Mobile Application Development,,,,,
7319,PhoneGap 3 Beginner's Guide,,,,,
7320,PhoneGap By Example,,,,,
7321,Mastering PhoneGap Mobile Application Development,,,,,
7322,PhoneGap and AngularJS for Cross-platform Development,,,,,
7323,PhoneGap Essentials,,,,,
7324,PhoneGap: Beginner's Guide - Third Edition,,,,,
7325,React Native Cookbook - Second Edition,,,,,
7326,Mastering React Native,,,,,
7327,React Native By Example,,,,,
7328,React Native Blueprints,,,,,
7329,Getting Started with React Native,,,,,
7330,React: Cross-Platform Application Development with React Native,,,,,
7331,React Native - Building Mobile Apps with JavaScript,,,,,
7332,Sencha Touch 2 Mobile JavaScript Framework,,,,,
7333,Creating Mobile Apps with Sencha Touch 2,,,,,
7334,Sencha Touch Cookbook,,,,,
7335,Sencha Touch Mobile JavaScript Framework,,,,,
7336,Data Visualization with D3 and AngularJS,,,,,
7337,Data Visualization with D3.js Cookbook,,,,,
7338,Data Visualization with D3 4.x Cookbook - Second Edition,,,,,
7339,D3.js 4.x Data Visualization - Third Edition,,,,,
7340,HTML5 Graphing and Data Visualization Cookbook,,,,,
7341,Learning Responsive Data Visualization,,,,,
7342,Learning D3.js 5 Mapping - Second Edition,,,,,
7343,Data Visualization with d3.js,,,,,
7344,Learning D3.js Mapping,,,,,
7345,Social Data Visualization with HTML5 and JavaScript,,,,,
7346,Expert Data Visualization,,,,,
7347,D3.js By Example,,,,,
7348,Data Visualization: Representing Information on Modern Web,,,,,
7349,FusionCharts Beginner's Guide: The Official Guide for FusionCharts Suite,,,,,
7350,Google Visualization API Essentials,,,,,
7351,Learning Highcharts,,,,,
7352,Learning Highcharts 4,,,,,
7353,Kibana Essentials,,,,,
7354,OpenLayers 3.x Cookbook - Second Edition,,,,,
7355,Sencha Charts Essentials,,,,,
7356,Socket.IO Cookbook,,,,,
7357,Learn Three.js - Third Edition,,,,,
7358,Three.js Cookbook,,,,,
7359,Learning Three.js - the JavaScript 3D Library for WebGL (Second Edition),,,,,
7360,Learning Three.js: The JavaScript 3D Library for WebGL,,,,,
7361,Learning Angular - Third Edition,,,,,
7362,"Architecting Angular Applications with Redux, RxJS, and NgRx",,,,,
7363,Angular 6 by Example - Third Edition,,,,,
7364,Mastering Angular Components - Second Edition,,,,,
7365,Expert Angular,,,,,
7366,Mastering Angular 2 Components,,,,,
7367,Angular 2 Components,,,,,
7368,Angular Services,,,,,
7369,Learning Web Development with Bootstrap and AngularJS,,,,,
7370,Learning Angular - Second Edition,,,,,
7371,AngularJS Directives Cookbook,,,,,
7372,Building Modern Web Applications Using Angular 4,,,,,
7373,AngularJS by Example,,,,,
7374,Switching to Angular - Third Edition,,,,,
7375,Angular Projects,,,,,
7376,Hands-on Full Stack Development with Angular 5 and Firebase,,,,,
7377,Angular 2 By Example,,,,,
7378,Getting Started with Angular - Second Edition,,,,,
7379,AngularJS: Maintaining Web Applications,,,,,
7380,AngularJS Web Application Development Blueprints,,,,,
7381,AngularJS Directives,,,,,
7382,Data-oriented Development with AngularJS,,,,,
7383,AngularJS Services,,,,,
7384,AngularJS Essentials,,,,,
7385,AngularJS Deployment Essentials,,,,,
7386,Mastering Web Application Development with AngularJS,,,,,
7387,Backbone.js Blueprints,,,,,
7388,Mastering Backbone.js,,,,,
7389,Getting Started with Backbone Marionette,,,,,
7390,Backbone.js Essentials,,,,,
7391,Backbone.js Cookbook,,,,,
7392,Mastering Ext JS - Second Edition,,,,,
7393,Ext JS 3.0 Cookbook,,,,,
7394,Ext JS Data-driven Application Design,,,,,
7395,Learning Ext JS 3.2,,,,,
7396,Ext.NET Web Application Development,,,,,
7397,Mastering Ext JS,,,,,
7398,Ext JS Application Development Blueprints,,,,,
7399,Ext JS Essentials,,,,,
7400,jQuery UI Cookbook,,,,,
7401,Mastering jQuery UI,,,,,
7402,jQuery UI Themes Beginner's Guide,,,,,
7403,Instant jQuery UI Starter,,,,,
7404,jQuery UI 1.6: The User Interface Library for jQuery,,,,,
7405,Learning jQuery 3 - Fifth Edition,,,,,
7406,jQuery UI 1.10: The User Interface Library for jQuery,,,,,
7407,jQuery 2.0 Development Cookbook,,,,,
7408,Mastering jQuery,,,,,
7409,jQuery Plugin Development Beginner's Guide,,,,,
7410,jQuery 1.4 Reference Guide,,,,,
7411,jQuery HOTSHOT,,,,,
7412,jQuery for Designers: Beginner's Guide,,,,,
7413,jQuery 2.0 Animation Techniques: Beginner's Guide,,,,,
7414,Learning jQuery: Better Interaction Design and Web Development with Simple JavaScript Techniques,,,,,
7415,Instant jQuery Boilerplate for Plugins,,,,,
7416,Instant jQuery 2.0 Table Manipulation How-to,,,,,
7417,Instant jQuery Drag-and-Drop Grids How-to,,,,,
7418,KnockoutJS Essentials,,,,,
7419,KnockoutJS by Example,,,,,
7420,Web App Testing Using Knockout.JS,,,,,
7421,KnockoutJS Blueprints,,,,,
7422,KnockoutJS Web Development,,,,,
7423,Learning Redux,,,,,
7424,Learning Node.js for .NET Developers,,,,,
7425,Instant Node.js Starter,,,,,
7426,React 17 Design Patterns and Best Practices - Third Edition,,,,,
7427,React and React Native - Third Edition,,,,,
7428,The React Workshop,,,,,
7429,React Material-UI Cookbook,,,,,
7430,React Projects,,,,,
7431,Learn React Hooks,,,,,
7432,React Cookbook,,,,,
7433,Beginning React,,,,,
7434,React.js Essentials,,,,,
7435,MobX Quick Start Guide,,,,,
7436,React 16 Tooling,,,,,
7437,ReactJS by Example - Building Modern Web Applications with React,,,,,
7438,Getting Started with React,,,,,
7439,Create React App 2 Quick Start Guide,,,,,
7440,React Router Quick Start Guide,,,,,
7441,Mastering React,,,,,
7442,ReactJS Blueprints,,,,,
7443,React 16 Essentials - Second Edition,,,,,
7444,Learning Web Development with React and Bootstrap,,,,,
7445,Vue.js 3 Cookbook,,,,,
7446,Vue.js Quick Start Guide,,,,,
7447,Vue.js 2.x by Example,,,,,
7448,Vue.js 2 Cookbook,,,,,
7449,Vue.js 2 Web Development Projects,,,,,
7450,The Majesty Of Vue.js,,,,,
7451,Learning Vue.js 2,,,,,
7452,ASP.NET Core 2 and Angular 5,,,,,
7453,"MongoDB, Express, Angular, and Node.js Fundamentals",,,,,
7454,MEAN Web Development - Second Edition,,,,,
7455,MEAN Cookbook,,,,,
7456,MEAN Blueprints,,,,,
7457,MEAN Web Development,,,,,
7458,Learning Angular 4 for .NET Developers,,,,,
7459,Web Application Development with MEAN,,,,,
7460,ASP.NET Core and Angular 2,,,,,
7461,Hands-On Full Stack Web Development with Aurelia,,,,,
7462,Meteor: Full-Stack Web Application Development,,,,,
7463,Web Development with MongoDB and Node.js,,,,,
7464,Full Stack Web Development with Raspberry Pi 3,,,,,
7465,Hands-On Full Stack Development with Spring Boot 2 and React - Second Edition,,,,,
7466,Hands-on Full-Stack Web Development with GraphQL and React,,,,,
7467,MERN Quick Start Guide,,,,,
7468,Serverless Web Applications with React and Firebase,,,,,
7469,JavaScript for .NET Developers,,,,,
7470,Full-Stack Web Development with Vue.js and Node,,,,,
7471,Full-Stack Vue.js 2 and Laravel 5,,,,,
7472,Instant AngularJS Starter,,,,,
7473,Mastering Bootstrap 4 - Second Edition,,,,,
7474,Bootstrap for ASP.NET MVC - Second Edition,,,,,
7475,Bootstrap 4 By Example,,,,,
7476,Learning Bootstrap 4 - Second Edition,,,,,
7477,Bootstrap 4 Cookbook,,,,,
7478,Bootstrap 4 Site Blueprints,,,,,
7479,Bootstrap Site Blueprints,,,,,
7480,Bootstrap for Rails,,,,,
7481,Bootstrap Site Blueprints Volume II,,,,,
7482,Responsive Web Design by Example : Beginner's Guide,,,,,
7483,Extending Bootstrap,,,,,
7484,Web Development with Bootstrap 4 and Angular 2 - Second Edition,,,,,
7485,Mobile First Bootstrap,,,,,
7486,Django JavaScript Integration: AJAX and jQuery,,,,,
7487,jQuery Mobile Web Development Essentials - Second Edition,,,,,
7488,Hands-On JavaScript High Performance,,,,,
7489,Three.js Essentials,,,,,
7490,Server-Side Enterprise Development with Angular,,,,,
7491,Beginning Server-Side Application Development with Angular,,,,,
7492,Express.js Blueprints,,,,,
7493,Mastering Firebase for Android Development,,,,,
7494,Liferay Beginner's Guide,,,,,
7495,Build Applications with Meteor,,,,,
7496,Meteor Cookbook,,,,,
7497,Getting Started with Meteor.js JavaScript Framework,,,,,
7498,Mastering MeteorJS Application Development,,,,,
7499,Instant Meteor JavaScript Framework Starter,,,,,
7500,Web Development with MongoDB and NodeJS - Second Edition,,,,,
7501,Node.js Web Development - Fifth Edition,,,,,
7502,Node Cookbook - Fourth Edition,,,,,
7503,Mastering Node.js - Second Edition,,,,,
7504,Learning Node.js Development,,,,,
7505,Node.js Web Development - Fourth Edition,,,,,
7506,Node Cookbook - Third Edition,,,,,
7507,Advanced Node.js Development,,,,,
7508,Web Development with MongoDB and Node - Third Edition,,,,,
7509,Server Side development with Node.js and Koa.js Quick Start Guide,,,,,
7510,Node.js Web Development - Third Edition,,,,,
7511,Learn Node.js by Building 6 Projects,,,,,
7512,Node.js 6.x Blueprints,,,,,
7513,Deploying Node.js,,,,,
7514,Node Cookbook: Second Edition,,,,,
7515,Node.js By Example,,,,,
7516,Node Cookbook,,,,,
7517,Node Web Development,,,,,
7518,Mastering Node.js,,,,,
7519,Node.js Blueprints,,,,,
7520,Hands-on Nuxt.js Web Development,,,,,
7521,Vue CLI 3 Quick Start Guide,,,,,
7522,AngularJS UI Development,,,,,
7523,Ext JS 4 First Look,,,,,
7524,Ext JS 4 Web Application Development Cookbook,,,,,
7525,Ext JS 4 Plugin and Extension Development,,,,,
7526,Learning Ext JS,,,,,
7527,jQuery UI 1.8: The User Interface Library for jQuery,,,,,
7528,jQuery UI 1.7: The User Interface Library for jQuery,,,,,
7529,Sencha MVC Architecture,,,,,
7530,"Sencha Touch Cookbook, Second Edition",,,,,
7531,Sencha Architect App Development,,,,,
7532,Vue.js: Understanding its Tools and Ecosystem,,,,,
7533,Building UIs with Wijmo,,,,,
7534,Learning the Yahoo! User Interface library,,,,,
7535,Instant Adobe Edge Inspect Starter,,,,,
7536,AMP: Building Accelerated Mobile Pages,,,,,
7537,Responsive Web Design with AngularJS,,,,,
7538,Practical Web Design,,,,,
7539,jQuery for Designers Beginner's Guide Second Edition,,,,,
7540,Creating Flat Design Websites,,,,,
7541,Learning jQuery 1.3,,,,,
7542,Learning Less.js,,,,,
7543,Getting Started with Ghost,,,,,
7544,Building Business Websites with Squarespace 7,,,,,
7545,Mastering JavaScript Single Page Application Development,,,,,
7546,Mastering AngularJS Directives,,,,,
7547,JavaScript : Moving to ES2015,,,,,
7548,Babylon.js Essentials,,,,,
7549,Getting Started with CreateJS,,,,,
7550,Learn D3.js,,,,,
7551,Google Apps Script for Beginners,,,,,
7552,Mastering Immutable.js,,,,,
7553,Practical Web Development,,,,,
7554,Learning Behavior-driven Development with JavaScript,,,,,
7555,Lo-Dash Essentials,,,,,
7556,JavaScript Concurrency,,,,,
7557,Modern JavaScript Applications,,,,,
7558,JavaScript at Scale,,,,,
7559,Full-Stack React Projects - Second Edition,,,,,
7560,Isomorphic JavaScript Web Development,,,,,
7561,Creating Dynamic UI with Android Fragments,,,,,
7562,Android Studio 3.5 Development Essentials - Kotlin Edition,,,,,
7563,Android Studio 3.5 Development Essentials - Java Edition,,,,,
7564,Android Studio Cookbook,,,,,
7565,Mastering Android Studio 3,,,,,
7566,Android Wearable Programming,,,,,
7567,Android Studio Essentials,,,,,
7568,Android Studio 2 Essentials - Second Edition,,,,,
7569,Android Studio 4.2 Development Essentials - Java Edition,,,,,
7570,Android Studio 4.0 Development Essentials - Java Edition,,,,,
7571,Android Wear Projects,,,,,
7572,Android System Programming,,,,,
7573,Android Development with Kotlin,,,,,
7574,Expert Android Programming,,,,,
7575,Android Design Patterns and Best Practice,,,,,
7576,Hands-On Android UI Development,,,,,
7577,Gradle for Android,,,,,
7578,Asynchronous Android Programming - Second Edition,,,,,
7579,Learning Embedded Android N Programming,,,,,
7580,Android Programming for Beginners,,,,,
7581,Android Application Programming with OpenCV,,,,,
7582,Learning Android Google Maps,,,,,
7583,Mastering Android Application Development,,,,,
7584,Android 5 Programming by Example,,,,,
7585,Learning Android Application Development,,,,,
7586,Voice Application Development for Android,,,,,
7587,Asynchronous Android,,,,,
7588,Android Application Development Cookbook - Second Edition,,,,,
7589,Learning Android Application Testing,,,,,
7590,Android 4: New Features for Application Development,,,,,
7591,Android Application Development with Maven,,,,,
7592,Mastering OpenCV Android Application Programming,,,,,
7593,Apache Tomcat 7 Essentials,,,,,
7594,Tomcat 6 Developer's Guide,,,,,
7595,Instant JRebel,,,,,
7596,Eclipse Plug-in Development: Beginner's Guide - Second Edition,,,,,
7597,Getting Started with Eclipse Juno,,,,,
7598,Mastering Eclipse Plug-in Development,,,,,
7599,Eclipse 4 Plug-in Development by Example Beginner's Guide,,,,,
7600,Java EE 8 Application Development,,,,,
7601,Java EE 8 Development with Eclipse - Third Edition,,,,,
7602,Java EE 7 Development with NetBeans 8,,,,,
7603,Mastering Java EE Development with WildFly,,,,,
7604,JDBC 4.0 and Oracle JDeveloper for J2EE Development,,,,,
7605,Java EE Development with Eclipse,,,,,
7606,Java EE Development with Eclipse - Second Edition,,,,,
7607,DWR Java AJAX Applications,,,,,
7608,Java EE 7 Developer Handbook,,,,,
